PlayerID,Name,Team,Week,pass_yds,rush_yds,recv_yds,tds,fumbles,total_yards,efficiency
25244,Jordan Magee,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17935,Leonard Floyd,ATL,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22899,Deommodore Lenoir,SF,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18964,Alex Anzalone,DET,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25421,Thomas Harper,DET,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23383,Logan Hall,TB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25868,Ashton Jeanty,LV,7,0.0,32.3,20.0,0.0,0.0,52.3,0.0
26038,Jaydon Blue,DAL,7,0.0,44.5,11.8,0.0,0.0,56.3,0.0
13022,Von Miller,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26054,Tetairoa McMillan,CAR,7,0.0,0.0,50.7,0.0,0.0,50.7,0.0
24177,Tre Tucker,LV,7,0.0,0.0,50.7,0.0,0.0,50.7,0.0
17975,Hunter Henry,NE,7,0.0,0.0,50.7,0.0,0.0,50.7,0.0
25064,Isaiah Davis,NYJ,7,0.0,15.4,33.8,0.0,0.0,49.199999999999996,0.0
26259,Jacory Croskey-Merritt,WAS,7,0.0,50.7,-1.5,0.0,0.0,49.2,0.0
18993,Samaje Perine,CIN,7,0.0,47.6,0.0,0.0,0.0,47.6,0.0
24933,Brian Thomas Jr.,JAX,7,0.0,0.0,47.6,0.0,0.0,47.6,0.0
24977,Rome Odunze,CHI,7,0.0,0.0,47.6,0.0,0.0,47.6,0.0
25963,Mason Taylor,NYJ,7,0.0,0.0,47.6,0.0,0.0,47.6,0.0
21717,Jauan Jennings,SF,7,0.0,0.0,47.6,0.0,0.0,47.6,0.0
25035,Payton Wilson,PIT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23548,Montaric Brown,JAX,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25140,Chau Smith-Wade,CAR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23385,Dominique Robinson,CHI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16319,Shelby Harris,CLE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19830,Denzel Ward,CLE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22083,Leki Fotu,LV,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22896,Malcolm Koonce,LV,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24083,Tyree Wilson,LV,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20051,Zach Sieler,MIA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25103,Malik Washington,MIA,7,0.0,0.0,46.1,0.0,0.0,46.1,0.0
19892,Carlton Davis III,NE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26022,Azareye'h Thomas,NYJ,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23599,Reed Blankenship,PHI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25997,Jihaad Campbell,PHI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25222,Jaylen Harrell,TEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19124,D.J. Jones,DEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20915,Germaine Pratt,IND,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22422,Teair Tart,LAC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25139,Tarheeb Still,LAC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20994,Mack Wilson Sr.,ARI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16764,Dante Fowler Jr.,DAL,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21239,Keisean Nixon,GB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18026,Sheldon Day,WAS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
